Symbol,company_name,Industry
ERINQ,Erin Energy Corp,Energy
XLPI,Xcelplus International Inc,Energy
LNGNF,LNG Energy Group Corp,Energy
SEUSF,Sintana Energy Inc,Energy
ESOA,Energy Services of America Corp,Energy
BNNLF,Bannerman Energy Ltd,Energy
VLERF,Valeura Energy Inc,Energy
GASS,StealthGas Inc,Energy
PALAF,Paladin Energy Ltd,Energy
PEXNY,PTT Exploration and Production Public Co Ltd,Energy
OSG,Overseas Shipholding Group Inc.,Energy
BWLP,BW LPG Ltd,Energy
GIFI,Gulf Island Fabrication Inc,Energy
UEC,Uranium Energy Corp,Energy
SMLP,Summit Midstream Partners LP,Energy
TDW,Tidewater Inc.,Energy
TNK,Teekay Tankers Ltd,Energy
LPG,Dorian LPG Ltd,Energy
PTHRF,Pantheon Resources Plc,Energy
FRO,Frontline plc,Energy
AROC,Archrock Inc,Energy
NR,Newpark Resources Inc.,Energy
NRP,Natural Resource Partners LP,Energy
VIST,Vista Energy SAB de CV,Energy
NGS,Natural Gas Services Group Inc.,Energy
WSTRF,Western Uranium & Vanadium Corp,Energy
GLPEY,Galp Energia SGPS SA,Energy
ASC,Ardmore Shipping Corp,Energy
DNN,Denison Mines Corp,Energy
CCJ,Cameco Corp,Energy
GTMAY,Grupo TMM SAB,Energy
LMRXF,Laramide Resources Ltd,Energy
CVVUF,CanAlaska Uranium Ltd,Energy
HAFN,Hafnia Ltd,Energy
WFRD,Weatherford International plc,Energy
STNG,Scorpio Tankers Inc,Energy
TNP,Tsakos Energy Navigation Ltd,Energy
VTDRF,Vantage Drilling International Ltd,Energy
INSW,International Seaways Inc,Energy
SUBCY,Subsea 7 S.A.,Energy
ECO,Okeanis Eco Tankers Corp,Energy
KLNG,Koil Energy Solutions Inc,Energy
LBRT,Liberty Energy Inc,Energy
EU,enCore Energy Corp,Energy
FTI,TechnipFMC plc,Energy
FCUUF,Fission Uranium Corp,Energy
TRGP,Targa Resources Corp,Energy
YPF,Ypf Sociedad Anonima Yacimientos Petroliferos Fisc,Energy
NXE,NexGen Energy Ltd,Energy
SM,SM Energy Co,Energy
TK,Teekay Corp,Energy
TOPS,Top Ships Inc,Energy
CEIX,CONSOL Energy Inc,Energy
VIVK,Vivakor Inc,Energy
GPOR,Gulfport Energy Corp,Energy
SAPMY,Saipem SpA,Energy
MPC,Marathon Petroleum Corp,Energy
TRMD,Torm PLC,Energy
AR,Antero Resources Corporation,Energy
CSUAY,China Shenhua Energy Co Ltd,Energy
GLP,Global Partners LP,Energy
VLOWY,Vallourec SA,Energy
TUWOY,"Tullow Oil PLC, London",Energy
CNX,CNX Resources Corp,Energy
GTE,Gran Tierra Energy Inc,Energy
FDCFF,Forum Energy Metals Corp,Energy
DLNG,Dynagas LNG Partners LP,Energy
ETRN,Equitrans Midstream Corp,Energy
DHT,DHT Holdings Inc,Energy
URG,Ur-Energy Inc,Energy
SFL,SFL Corp Ltd,Energy
NGL,NGL Energy Partners LP,Energy
SOC,Sable Offshore Corp,Energy
PR,Permian Resources Corp,Energy
PSYTF,Pason Systems Inc,Energy
PHXHF,PHX Energy Services Corp,Energy
WES,Western Midstream Partners LP,Energy
FANG,Diamondback Energy Inc,Energy
HLX,Helix Energy Solutions Group Inc,Energy
PDS,Precision Drilling Corp,Energy
SBOW,SilverBow Resources Inc,Energy
DTM,DT Midstream Inc,Energy
VNOM,Viper Energy Inc,Energy
MMLP,Martin Midstream Partners LP,Energy
LEU,Centrus Energy Corp,Energy
EGY,VAALCO Energy Inc,Energy
SWN,Southwestern Energy Co,Energy
PSX,Phillips 66,Energy
ARLP,Alliance Resource Partners LP,Energy
VLO,Valero Energy Corp,Energy
SDRL,Seadrill Ltd,Energy
NEXT,NextDecade Corp,Energy
GWTI,Greenway Technologies Inc,Energy
GASXF,NG Energy International Corp,Energy
PLSDF,Pulse Seismic Inc,Energy
SND,Smart Sand Inc,Energy
REX,REX American Resources Corp,Energy
AM,Antero Midstream Corp,Energy
TGS,Transportadora de Gas del Sur SA,Energy
ISENF,IsoEnergy Ltd,Energy
HMENF,Hemisphere Energy Corp,Energy
IMO,Imperial Oil Ltd,Energy
WTTR,Select Water Solutions Inc,Energy
OKE,ONEOK Inc,Energy
WMB,Williams Cos Inc. (The),Energy
IPXHY,Inpex Corp,Energy
VTOL,Bristow Group Inc,Energy
YZCAY,Yankuang Energy Group Company Limited,Energy
PSHIF,Lucero Energy Corp,Energy
RRC,Range Resources Corp.,Energy
SU,Suncor Energy Inc.,Energy
KNOP,KNOT Offshore Partners LP,Energy
CNQ,Canadian Natural Resources Ltd,Energy
OVV,Ovintiv Inc,Energy
WHD,Cactus Inc,Energy
NVGS,Navigator Holdings Ltd,Energy
GEL,Genesis Energy LP,Energy
ENLC,Enlink Midstream LLC,Energy
PAGP,Plains GP Holdings LP,Energy
TPL,Texas Pacific Land Corp,Energy
PAA,Plains All American Pipeline LP,Energy
MPLX,MPLX LP,Energy
SMHI,SEACOR Marine Holdings Inc,Energy
GEOS,Geospace Technologies Corp,Energy
SUN,Sunoco LP,Energy
HESM,Hess Midstream LP,Energy
ET,Energy Transfer LP,Energy
SLCA,U S Silica Holdings Inc,Energy
ANLDF,Anfield Energy Inc,Energy
BDCO,Blue Dolphin Energy Co,Energy
KNTK,Kinetik Holdings Inc,Energy
UGP,Ultrapar Participacoes SA,Energy
SHEL,Shell Plc,Energy
GLNG,Golar LNG Ltd,Energy
PBR/A,Petroleo Brasileiro S.A.- Petrobras,Energy
AFFCF,American Future Fuel Corp,Energy
TTE,TotalEnergies SE,Energy
BTU,Peabody Energy Corp,Energy
USAC,USA Compression Partners LP,Energy
PUMP,ProPetro Holding Corp,Energy
AESI,Atlas Energy Solutions Inc,Energy
CRGY,Crescent Energy Company,Energy
THNPY,Technip Energies,Energy
OII,Oceaneering International Inc.,Energy
EC,Ecopetrol SA,Energy
DINO,HF Sinclair Corp,Energy
TS,Tenaris SA,Energy
TTI,TETRA Technologies Inc,Energy
MGY,Magnolia Oil & Gas Corp,Energy
DO,Diamond Offshore Drilling Inc.,Energy
MRO,Marathon Oil Corp,Energy
VAL,Valaris Ltd,Energy
CRC,California Resources Corp,Energy
CRK,Comstock Resources Inc,Energy
KMI,Kinder Morgan Inc.,Energy
PBA,Pembina Pipeline Corp,Energy
CTXAY,Ampol Ltd,Energy
NOG,Northern Oil and Gas Inc,Energy
OILSF,Saturn Oil & Gas Inc,Energy
PBF,PBF Energy Inc,Energy
UROY,Uranium Royalty Corp,Energy
MTDR,Matador Resources Co,Energy
EXCE,EXCO Resources Inc,Energy
PBR,Petroleo Brasileiro S.A.- Petrobras,Energy
VRN,Veren Inc,Energy
KRP,Kimbell Royalty Partners LP,Energy
CTRA,Coterra Energy Inc,Energy
OBE,Obsidian Energy Ltd,Energy
CHX,ChampionX Corp,Energy
NAT,Nordic American Tankers Ltd,Energy
PNRG,PrimeEnergy Resources Corp,Energy
LNG,Cheniere Energy Inc,Energy
CHRD,Chord Energy Corp,Energy
NOV,NOV Inc,Energy
REPYY,Repsol SA,Energy
CHK,Chesapeake Energy Corp,Energy
DMLP,Dorchester Minerals LP,Energy
PTALF,PetroTal Corp,Energy
EPD,Enterprise Products Partners LP,Energy
NOA,North American Construction Group Ltd,Energy
HES,Hess Corp,Energy
CVE,Cenovus Energy Inc,Energy
E,Eni SpA,Energy
CQP,Cheniere Energy Partners LP,Energy
EPSN,Epsilon Energy Ltd,Energy
XPRO,Expro Group Holdings N V,Energy
COP,Conocophillips,Energy
PFIE,Profire Energy Inc,Energy
IMPP,Imperial Petroleum Inc,Energy
PHX,PHX Minerals Inc,Energy
DWSN,Dawson Geophysical Co,Energy
FUUFF,F3 Uranium Corp,Energy
OMVKY,OMV Aktiengesellschaft,Energy
PARR,Par Pacific Holdings Inc,Energy
HAL,Halliburton Co,Energy
EQT,EQT Corp,Energy
NCSM,NCS Multistage Holdings Inc,Energy
CAPL,CrossAmerica Partners LP,Energy
NE,Noble Corporation Plc,Energy
SDPI,Superior Drilling Products Inc,Energy
WKC,World Kinect Corp,Energy
XOM,Exxon Mobil Corp,Energy
EOG,EOG Resources Inc.,Energy
BKR,Baker Hughes a GE Co,Energy
DK,Delek US Holdings Inc,Energy
MXC,Mexco Energy Corp,Energy
GRNT,Granite Ridge Resources Inc,Energy
SDTTU,SandRidge Mississippian Trust I,Energy
ZNOG,Zion Oil & Gas Inc,Energy
MUR,Murphy Oil Corp,Energy
PED,PEDEVCO Corp,Energy
HNRG,Hallador Energy Co,Energy
ARET,Arete Industries Inc,Energy
DOMR,Dominion Resources Black Warrior Trust,Energy
YUMAQ,Yuma Energy Inc,Energy
WWNG,WW Energy Inc,Energy
TBTEF,Twin Butte Energy Ltd,Energy
LBYE,Liberty Energy Corp,Energy
VTGDF,Vantage Drilling Co,Energy
RTSO,RTS Oil Holdings,Energy
ALME,Alamo Energy Corp,Energy
MKRYF,Manitok Energy Inc,Energy
GLRI,Glori Energy Inc,Energy
NSLPQ,New Source Energy Partners LP,Energy
PQEFF,Petroteq Energy Inc,Energy
EURN,Euronav,Energy
HP,Helmerich & Payne Inc.,Energy
OXY,Occidental Petroleum Corp,Energy
EQNR,Equinor ASA,Energy
BP,BP plc,Energy
SSLZY,Santos Ltd,Energy
VTLE,Vital Energy Inc,Energy
CVX,Chevron Corp,Energy
CVI,CVR Energy Inc,Energy
BSM,Black Stone Minerals LP,Energy
CLMT,Calumet Specialty Products Partners LP,Energy
SOI,Solaris Oilfield Infrastructure Inc,Energy
TXO,TXO Energy Partners LP,Energy
ROYL,Royale Energy Inc,Energy
SBR,Sabine Royalty Trust,Energy
SLNG,Stabilis Solutions Inc,Energy
GPRK,GeoPark Ltd,Energy
SYHBF,Skyharbour Resources Ltd,Energy
BRN,Barnwell Industries Inc,Energy
VTS,Vitesse Energy Inc,Energy
TRP,TC Energy Corp,Energy
ENB,Enbridge Inc,Energy
UUUU,Energy Fuels Inc,Energy
BTE,Baytex Energy Corp,Energy
DVN,Devon Energy Corp,Energy
PUTKY,PT United Tractors TBK,Energy
SLB,Schlumberger Ltd,Energy
CIVI,Civitas Resources Inc,Energy
MGYOY,MOL Hungarian Oil and Gas PLC,Energy
FLNG,Flex LNG Ltd,Energy
VET,Vermilion Energy Inc,Energy
DTI,Drilling Tools International Corp,Energy
NC,NACCO Industries Inc.,Energy
PTEN,Patterson-UTI Energy Inc,Energy
BRY,Berry Corp,Energy
CGGYY,Viridien Societe anonyme,Energy
BATL,Battalion Oil Corp,Energy
HPK,HighPeak Energy Inc,Energy
RNGR,Ranger Energy Services Inc,Energy
DELKY,Delek Group Ltd,Energy
MIND,MIND Technology Inc,Energy
SD,SandRidge Energy Inc,Energy
CLCO,Cool Company Ltd,Energy
RIG,Transocean Ltd,Energy
TUSK,Mammoth Energy Services Inc,Energy
RES,RPC Inc.,Energy
REI,Ring Energy Inc,Energy
PTRUF,Petrus Resources Ltd,Energy
OOGI,C2E Energy Inc,Energy
APA,APA Corporation,Energy
RECAF,Reconnaissance Energy Africa Ltd.,Energy
EZFL,EzFill Holdings Inc,Energy
EE,Excelerate Energy Inc,Energy
CWEGF,Crew Energy Inc,Energy
IPOOF,InPlay Oil Corp,Energy
STR,Sitio Royalties Corp,Energy
EFXT,Enerflex Ltd,Energy
KGEI,Kolibri Global Energy Inc,Energy
KOS,Kosmos Energy Ltd,Energy
BORR,Borr Drilling Limited,Energy
AMPY,Amplify Energy Corp,Energy
PRT,PermRock Royalty Trust,Energy
WDS,Woodside Energy Group Ltd,Energy
TALO,Talos Energy Inc,Energy
UNTC,Unit Corp,Energy
ROKRF,ROK Resources Inc,Energy
AE,Adams Resources & Energy Inc.,Energy
NFE,New Fortress Energy Inc,Energy
OPAL,OPAL Fuels Inc,Energy
PIFYF,Pine Cliff Energy Ltd,Energy
AZURF,Azincourt Energy Corp,Energy
NSFDF,NXT Energy Solutions Inc,Energy
BKUCF,Blue Sky Uranium Corp,Energy
DKL,Delek Logistics Partners LP,Energy
MVO,MV Oil Trust,Energy
ACDC,ProFrac Holding Corp,Energy
CLB,Core Laboratories Inc,Energy
CSAN,Cosan SA,Energy
BOOM,DMC Global Inc,Energy
DRQ,Dril-Quip Inc.,Energy
GENGF,Gear Energy Ltd,Energy
PTUUF,Purepoint Uranium Group Inc,Energy
APAAF,Appia Rare Earths & Uranium Corp.,Energy
GVXXF,GoviEx Uranium Inc,Energy
FET,Forum Energy Technologies Inc,Energy
AREC,American Resources Corp,Energy
USEG,US Energy Corp,Energy
REPX,Riley Exploration-Permian LLC,Energy
BSENF,Baselode Energy Corp,Energy
EPM,Evolution Petroleum Corp,Energy
CLNE,Clean Energy Fuels Corp,Energy
NBR,Nabors Industries Ltd,Energy
TAOIF,TAG Oil Ltd,Energy
CLNV,Clean Vision Corp,Energy
VOC,VOC Energy Trust,Energy
INDO,Indonesia Energy Corp Ltd,Energy
DEC,Diversified Energy Company PLC,Energy
ROYTL,Pacific Coast Oil Trust,Energy
ENSV,Enservco Corp,Energy
MCFNF,MCF Energy Ltd,Energy
MARPS,Marine Petroleum Trust,Energy
CRT,Cross Timbers Royalty Trust,Energy
GFR,Greenfire Resources Ltd,Energy
TELL,Tellurian Inc,Energy
OIS,Oil States International Inc,Energy
AMTX,Aemetis Inc,Energy
GRCMF,Green Shift Commodities Ltd,Energy
EP,Empire Petroleum Corp,Energy
GPRE,Green Plains Inc,Energy
HUSA,Houston American Energy Corp,Energy
KLXE,KLX Energy Services Holdings Inc,Energy
JRNGF,Journey Energy Inc,Energy
SOUTF,Southern Energy Corp,Energy
WCYN,West Canyon Energy Corp,Energy
PRCX,Phoenix Rising Cos,Energy
SUUFF,Strathmore Plus Uranium Corp,Energy
NRT,North European Oil Royalty Trust,Energy
ICD,Independence Contract Drilling Inc,Energy
LTBR,Lightbridge Corp,Energy
WTI,W&T Offshore Inc,Energy
PBT,Permian Basin Royalty Trust,Energy
NTOIY,Neste OYJ,Energy
PVL,Permianville Royalty Trust,Energy
ALVOF,Alvopetro Energy Ltd,Energy
NRIS,Norris Industries Inc,Energy
FF,FutureFuel Corp,Energy
BIOF,Blue Biofuels Inc,Energy
SJT,San Juan Basin Royalty Trust,Energy
OILCF,Permex Petroleum Corp,Energy
KVLQF,ValOre Metals Corp,Energy
HGTXU,Hugoton Royalty Trust,Energy
HRST,Harvest Oil & Gas Corp,Energy
CETY,Clean Energy Technologies Inc,Energy
BPT,BP Prudhoe Bay Royalty Trust,Energy
NINE,Nine Energy Service Inc,Energy
VGAS,Verde Clean Fuels Inc,Energy
INUMF,Infinitum Copper Corp,Energy
FHELF,First Helium Inc,Energy
GEVO,Gevo Inc,Energy
BANL,CBL International Ltd,Energy
LODE,Comstock Inc,Energy
MTR,Mesa Royalty Trust,Energy
CNNEF,Canacol Energy Ltd,Energy
STLNF,Stallion Uranium Corp,Energy
ENG,ENGlobal Corp,Energy
POFCY,Petrofac Ltd,Energy
SYNE,Synthesis Energy Systems Inc,Energy
RHCCF,Royal Helium Ltd,Energy
BROG,Brooge Energy Limited,Energy
RCON,Recon Technology Ltd,Energy
TCEFF,Tisdale Clean Energy Corp,Energy
MKSEF,Marksmen Energy Inc,Energy
OKMN,Okmin Resources Inc,Energy
TPET,Trio Petroleum Corp,Energy
MOTNF,Powertap Hydrogen Capital Corp,Energy
VTNR,Vertex Energy Inc,Energy
CEI,Camber Energy Inc,Energy
SMBZF,Simba Essel Energy Inc,Energy
PGYC,Patriot Energy Corp,Energy
SPRN,Supernova Energy inc,Energy
TRLEF,Trillion Energy International Inc,Energy
ERHE,ERHC Energy Inc,Energy
EVA,Enviva Inc,Energy
GSPE,GulfSlope Energy Inc,Energy
KEGX,Key Energy Services Inc.,Energy
DBRM,Daybreak Oil & Gas Inc,Energy
NFEI,New Frontier Energy Inc,Energy
WOEN,Wolf Energy Services Inc,Energy
NKRSF,Niko Resources Ltd,Energy
BOPO,BioPower Operations Corp,Energy
ABLE,Able Energy Inc,Energy
OEDVQ,Osage Exploration and Development Inc,Energy
AXGC,Axis Energy Corp,Energy
DMEC,Domestic Energy Corp,Energy
AOGC,Australian Oil & Gas Corp,Energy
CDID,Quad Energy,Energy
ARWJF,Aroway Energy Inc,Energy
WNWG,Wentworth Energy Inc,Energy
AZGSQ,Aztec Oil & Gas Inc,Energy
BDGR,Black Dragon Resource Cos Inc,Energy
EHYD,Ehydrogen Solutions Inc,Energy
BLMC,Biloxi Marsh Lands Corp,Energy
BNXR,Brinx Resources Ltd,Energy
PGPM,Pilgrim Petroleum Corp,Energy
BPIGF,BPI Energy Holdings Inc,Energy
NWOL,North West Oil Group Inc,Energy
TCEC,TransCoastal Corp,Energy
COHG,Cheetah Oil & Gas Ltd,Energy
XEPRF,Xemplar Energy Corp,Energy
CPYCF,Compliance Energy Corp,Energy
PMDP,Plateau Mineral Development Inc,Energy
CTNR,Central Natural Resources Inc,Energy
DXIEF,DXI Capital Corp,Energy
DLTA,Delta Oil & Gas Inc,Energy
EFIR,EGPI Firecreek Inc,Energy
ENYNF,EnerNorth Industries Inc.,Energy
CSSV,Caspian Services Inc,Energy
FPPP,Fieldpoint Petroleum Corp,Energy
APLN,AE Holding I Inc,Energy
GPTC,Golden Patriot Corp,Energy
GRDSF,Groundstar Resources Ltd,Energy
GSVI,GSV Inc,Energy
FRGY,Frontier Energy Corp,Energy
FRMC,FormCap Corp,Energy
HDYNQ,Hyperdynamics Corp,Energy
IAHL,IAHL Corp,Energy
ISRJF,Regen III Corp,Energy
KDKN,Kodiak Energy Inc,Energy
NXTFF,Nextraction Energy Corp,Energy
GSPH,Geospatial Corp,Energy
LCNTU,Louisiana Central Oil & Gas Co,Energy
ZEON,Zeons Corp,Energy
CLTH,Cleantech Biofuels Inc,Energy
LUKFY,Oil Co LUKOIL PJSC,Energy
LUKOY,Oil Co LUKOIL PJSC,Energy
TGRO,Tiger Oil and Energy Inc,Energy
TBDYF,Gordon Creek Energy Inc,Energy
SGLRF,Spyglass Resources Corp,Energy
MNVWF,Mountainview Energy Ltd,Energy
FNRC,1st NRG Corp,Energy
ENSRF,Enseco Energy Services Corp,Energy
OOAG,OMDA Oil & Gas Inc,Energy
PGIE,PGI Energy Inc,Energy
RBRXF,Rhino Biotech Limited,Energy
KALG,KAL Energy Inc,Energy
VCYE,Velocity Energy Inc,Energy
REPYF,Repsol SA,Energy
ENGY,Central Energy Partners LP,Energy
SHGP,Sharpe Resources Corp,Energy
IGPG,Ignis Petroleum Group Inc,Energy
GMEI,Gambit Energy Inc,Energy
SOQDQ,Sonde Resources Corp,Energy
FLST,FuelStream Inc,Energy
STPJF,Southern Pacific Resource Corp,Energy
SPRL,Strat Petroleum Ltd,Energy
SRSIF,Strateco Resources Inc,Energy
SKPI,Sky Petroleum Inc,Energy
STDE,Standard Energy Corp,Energy
CRBO,Carbon Energy Corp,Energy
SVSE,Silver Star Energy Inc,Energy
ZAZA,ZaZa Energy Corp,Energy
SOIS,Striker Oil and Gas Inc,Energy
GAEC,Gulf Alternative Energy Corp,Energy
UVSE,Universal Energy Corp,Energy
RYPE,Royalite Petroleum Co Inc,Energy
WFTSF,Wavefront Technology Solutions Inc,Energy
GRGR,Green Energy Resources Inc,Energy
AVNE,Aventura Equities Inc,Energy
TEGR,Terra Energy & Resource Technologies Inc,Energy
FDEI,Fidelis Energy Inc.,Energy
TNEN,True North Energy Corp,Energy
IXOG,Index Oil and Gas Inc,Energy
PTRC,Petro River Oil Corp,Energy
SOGFF,Strategic Oil & Gas Ltd.,Energy
RLNIY,Reliance Industries Ltd,Energy
DRYN,Drayton Richdale Corp,Energy
LOGL,Legend Oil and Gas Ltd,Energy
EXER,Exact Energy Resources Inc,Energy
ODEFF,Petrichor Energy Inc,Energy
CYPE,Century Petroleum Corp,Energy
EGTK,Energtek Inc,Energy
MNAP,MNP Petroleum Corp,Energy
ECCE,Eagle Ford Oil & Gas Corp,Energy
TRXO,Columbine Valley Resources Inc,Energy
AKVA,Arkanova Energy Corp,Energy
CCGY,China Clean Energy Inc,Energy
NFUNF,Nuclear Fuels Inc,Energy
PPEVF,Olivier Ventures Inc,Energy
ROAOF,LGX Oil Plus Gas Inc,Energy
CERX,Colombia Energy Resources Inc,Energy
TXLZF,Tesla Exploration Ltd,Energy
GTMIF,Gastem Inc,Energy
RFXRF,Running Fox Resource Corp,Energy
CDVIQ,Cal Dive International Inc,Energy
CNUCF,Canuc Resources Corp,Energy
PSPW,3Power Energy Group Inc,Utilities
VST,Vistra Corp,Utilities
TLNE,Talen Energy Corp,Utilities
NRG,NRG Energy Inc,Utilities
CEG,Constellation Energy Corp,Utilities
BLSP,Blue Sphere Corp,Utilities
EDN,Empresa Distribuidora y Comercializadora Norte SA,Utilities
SPH,Suburban Propane Partners LP,Utilities
TNABY,Tenaga Nasional Berhad,Utilities
KLYCY,Kunlun Energy Co Ltd,Utilities
SBS,Companhia de Saneamento Basico do Estado de Sao Pa,Utilities
CEPU,Central Puerto SA,Utilities
RBSFY,Rubis,Utilities
CWCO,Consolidated Water Co Ltd,Utilities
CPYYY,Centrica PLC,Utilities
SWX,Southwest Gas Holdings Inc,Utilities
WAVE,Eco Wave Power Global AB (publ),Utilities
PEG,Public Service Enterprise Group Inc,Utilities
CLPHY,CLP Holdings Ltd,Utilities
OTTR,Otter Tail Corp,Utilities
FOJCY,Fortum Corp,Utilities
ENLAY,"Enel Ente Nazionale Per L'Energia Elettrica SPA, R",Utilities
AGLXY,AGL Energy,Utilities
DUK,Duke Energy Corp,Utilities
SO,Southern Co (The),Utilities
RNW,ReNew Energy Global plc,Utilities
EONGY,E.ON SE,Utilities
ELP,Companhia Paranaense De Energia - Copel,Utilities
CKISY,CK Infrastructure Hldngs Ltd,Utilities
VEOEY,Veolia Environnement SA,Utilities
KAEPY,Kansai Electric Power Co Inc,Utilities
PAM,Pampa Energia SA,Utilities
EIX,Edison International,Utilities
ENGIY,Engie SA,Utilities
IBDRY,Iberdrola SA,Utilities
ETR,Entergy corporation,Utilities
RDEIY,Redeia Corporacion S A,Utilities
KEN,Kenon Holdings Ltd,Utilities
PCG,PG&E Corp,Utilities
PPL,PPL Corp,Utilities
NFG,National Fuel Gas Co,Utilities
IESFY,"Interconexion Electrica Sa Esp, Bogota",Utilities
OEZVY,Verbund AG,Utilities
AEP,American Electric Power Co Inc,Utilities
CNP,CenterPoint Energy Inc.,Utilities
GNE,Genie Energy Ltd,Utilities
NI,NiSource Inc,Utilities
HGKGY,Power Assets Holdings Ltd,Utilities
SUME,Summer Energy Holdings Inc,Utilities
SRE,Sempra,Utilities
NEE,NextEra Energy Inc,Utilities
GWRS,Global Water Resources Inc,Utilities
CIG,Companhia Energetica de Minas Gerais CEMIG,Utilities
DTE,DTE Energy Co,Utilities
FE,FirstEnergy Corp.,Utilities
ALE,ALLETE Inc.,Utilities
CMS,CMS Energy Corp,Utilities
CHNGQ,China Natural Gas Inc,Utilities
NCEN,Nacel Energy Corp,Utilities
SSEZY,SSE plc,Utilities
TEZNY,Terna SpA,Utilities
MGEE,MGE Energy Inc,Utilities
KEP,Korea Electric Power Corp,Utilities
ATO,Atmos Energy Corp,Utilities
ED,Consolidated Edison Inc.,Utilities
TKGSY,Tokyo Gas Co Ltd,Utilities
OGE,OGE Energy Corp,Utilities
D,Dominion Energy Inc,Utilities
UUGRY,United Utilities Group PLC,Utilities
RGCO,RGC Resources Inc,Utilities
AES,AES Corp (The),Utilities
ATRWF,Altius Renewable Royalties Corp,Utilities
VIA,Via Renewables Inc,Utilities
NEE/PR,NextEra Energy Inc,Utilities
ENIC,Enel Chile SA,Utilities
PNW,Pinnacle West Capital Corp,Utilities
LNT,Alliant Energy Corporation,Utilities
FTS,Fortis Inc,Utilities
UTL,Unitil Corp,Utilities
EGIEY,Engie Brasil Energia SA,Utilities
GASNY,Naturgy Energy Group SA,Utilities
AGR,Avangrid Inc,Utilities
EXC,Exelon Corp,Utilities
SNMRY,Snam SPA,Utilities
WEC,WEC Energy Group Inc,Utilities
AY,Atlantica Sustainable Infrastructure plc,Utilities
EVRG,Evergy Inc,Utilities
WTRG,Essential Utilities Inc,Utilities
STRNY,Severn Trent PLC,Utilities
ENLT,Enlight Renewable Energy Ltd,Utilities
SR,Spire Inc,Utilities
EBR,Centrais Eletricas Brasileiras Sa-Eletrobras,Utilities
CWEN,Clearway Energy Inc,Utilities
RWEOY,RWE Aktiengesellschaft,Utilities
ELEZY,Endesa SA,Utilities
AWK,American Water Works Company Inc,Utilities
PCYO,Pure Cycle Corp,Utilities
IDA,IDACORP Inc.,Utilities
BEPC,Brookfield Renewable Corp,Utilities
EBR/B,Centrais Eletricas Brasileiras Sa-Eletrobras,Utilities
NJR,New Jersey Resources Corp,Utilities
NWE,NorthWestern Energy Group Inc,Utilities
POR,Portland General Electric Co,Utilities
XEL,Xcel Energy Inc.,Utilities
AEE,Ameren Corporation,Utilities
ORA,Ormat Technologies Inc,Utilities
NGG,National Grid plc,Utilities
BKH,Black Hills Corp,Utilities
BEP,Brookfield Renewable Partners LP,Utilities
CWEN/A,Clearway Energy Inc,Utilities
AVA,Avista Corp,Utilities
CWT,California Water Service Group,Utilities
CPK,Chesapeake Utilities Corp.,Utilities
EDPFY,EDP-Energias de Portugal SA,Utilities
HOKCY,Hong Kong and China Gas Company Limited,Utilities
ELLO,Ellomay Capital Ltd,Utilities
ES,Eversource Energy,Utilities
NWN,Northwest Natural Holding Co,Utilities
YORW,York Water Co (The),Utilities
ENGGY,Enagas SA,Utilities
PNM,PNM Resources Inc.,Utilities
CIG/C,Companhia Energetica de Minas Gerais CEMIG,Utilities
OKLO,Oklo Inc,Utilities
UGI,UGI Corp,Utilities
BIP,Brookfield Infrastructure Partners LP,Utilities
AWR,American States Water Co,Utilities
RROYF,RE Royalties Ltd,Utilities
SGU,Star Group LP,Utilities
WEGYF,Westbridge Renewable Energy Corp,Utilities
OGS,ONE Gas Inc,Utilities
TAC,TransAlta Corp,Utilities
AMPS,Altus Power Inc,Utilities
XNGSY,ENN Energy Holdings Ltd,Utilities
BIPC,Brookfield Infrastructure Corp,Utilities
KNRLF,Kontrol Technologies Corp,Utilities
SJW,SJW Group,Utilities
AQN,Algonquin Power & Utilities Corp,Utilities
ARTNA,Artesian Resources Corp,Utilities
MNTK,Montauk Renewables Inc,Utilities
ASRE,Astra Energy Inc,Utilities
DNNGY,Orsted A/S,Utilities
GGDVY,Guangdong Investment Ltd,Utilities
MSEX,Middlesex Water Co,Utilities
CDZI,Cadiz Inc,Utilities
SPRU,Spruce Power Holding Corporation,Utilities
NEP,NextEra Energy Partners LP,Utilities
USWF,U.S. Wind Farming Inc,Utilities
WSRC,Western Sierra Resource Corp,Utilities
VVPR,VivoPower International PLC,Utilities
NOVA,Sunnova Energy International Inc,Utilities
ETRXF,Etrion Corp,Utilities
HE,Hawaiian Electric Industries Inc.,Utilities
ALCE,Alternus Clean Energy Inc,Utilities
ARTNB,Artesian Resources Corp,Utilities
ZHYLF,Zhaoheng Hydropower Ltd,Utilities
HYFXF,Hyflux Ltd,Utilities
MCPB,Mt Carmel Public Utility Co,Utilities
CGEI,CGE Energy Inc,Utilities
AEEI,American Environmental Energy Inc,Utilities
CLBN,Caliber Energy Inc,Utilities
SINX,Sionix Corp,Utilities
NEVE,Nevo Energy Inc,Utilities
NKWFF,Oceanic Wind Energy Inc,Utilities
WBRE,Wild Brush Energy Inc,Utilities
WWPW,Wind Works Power Corp,Utilities
GAILY,Gail (India) Ltd,Utilities
CLIRF,Clearford Water Systems Inc,Utilities
RSERF,Reservoir Capital Corp,Utilities
TKECY,Tokyo Electric Power Co Holdings Inc,Utilities
CGKEY,Chugoku Electric Power Co Inc,Utilities
PPAAY,PT Perusahaan Gas Negara (Persero) TBK,Utilities
